<unk>	0.13526995583530815	0.45369852626347074	0.23321687497447582	0.2118500779609664	-0.19939386114092744	0.039009364633715626	-0.10290265925764625	0.0996235305262563	-0.18793771522809952	0.12850858467884518	-0.07165803132045828	0.4289086199390098	0.34472720722523253	-0.29585172601458587	-0.20244164157167888
the	-1.2128048875994315	0.3787009651382525	-0.34273307036625694	0.4441692407201512	0.28823735308187115	-0.30166630802622846	0.1904275677024042	-0.1439684718187053	-0.055309690306307266	-0.2379516476302445	-0.24988553674187536	0.04915705462468323	0.26072451427454624	0.6181624227881213	-0.3370904920429258
rock	-1.1777913198243295	1.8912625348336651	-0.5395421782888267	0.5842760648270636	0.4741851534471697	-0.13105516459966826	-1.4643693662069306	-0.01270879168429769	-1.0050416348091937	-1.8079318325019522	-1.0537215360802266	0.1993188470610715	-0.3839753204647067	1.2962898880296594	0.039330632296832035
is	0.5102085768452801	-0.7604119080742351	0.2813911664705214	-0.9957307210647689	-0.2884692960154371	1.0487026493266594	0.5943852661789871	0.27319058241233213	0.4032668369087785	-0.5897434245216826	-0.02571060798875361	0.06551736722759455	0.22555510891430539	0.2504755844222839	0.5963538874230774
to	0.5200389775261742	-0.6084301919367976	0.3467707261114745	0.2027914092448166	0.9936963878591536	1.7206350803234622	-0.4524921004931759	0.20021697664059276	-0.22772098280880437	0.041072207365560054	1.0521534383103928	0.913539235330706	-0.2508334241478534	-0.3231274274158038	-0.7237601223858677
be	0.09419039638636595	0.9346335922684874	-0.09314190258631458	0.10512636396935926	-0.311545433493858	2.013563484548058	-0.7652386894650994	0.9484918161926479	-0.49452392397917616	1.4212938583685053	0.9941371102259199	-0.2715021155325117	-0.5625761773684694	-0.3110152828009016	-0.557309136718219
21st	-2.3679593284271507	2.725874227316246	1.2711385822333923	1.1168691483720028	0.41672946411686296	0.7070476091440742	0.49103672088151123	0.9314929079206965	-1.5704453947101147	1.826692074922438	1.7604026350573347	0.3731874840680637	2.1542305110316846	1.4813170305608168	1.518709017159043
century	-1.8812167097926673	2.5015511668675314	1.2375116685652645	0.046057222750458066	1.3879484504433988	-0.35841042063093176	0.7407142848104292	0.08937393703098312	-1.3971321421210063	0.1138919543981946	1.0044403473987171	0.5097542238509463	1.7786796558263793	2.4704283747704285	1.6206642983008517
's	-0.71418904134148	-0.20347823670961712	0.23484299685946386	-0.1972260065762444	1.3327236497447879	0.2189252178946588	-0.30269653736510305	0.9410700234373681	1.596375541961086	-0.6493867743078026	-0.2428307753516193	-0.2010181091037322	-0.8306646849827595	0.5231992856606681	0.7855080540998416
new	0.2238043234620835	0.6377456365896192	-0.3042197641264335	1.29633819411718	0.2595635611957667	0.7509489453693283	-0.6397525044445964	1.5590728668066522	-0.49028466295490547	-0.7492001145029044	-0.7538681446236091	-0.028233100578913373	1.344878323477681	0.8647991494897602	0.5643422078921176
``	1.2882349348884894	0.6318790312932867	0.1533206665097816	1.7585445034365406	0.7420489453297624	0.7667744068273676	0.7964499158033649	-0.2182431238569591	0.5524274238131963	-1.5449880940178708	-2.6948454388912566	0.9636358214906735	-1.4017102185645354	2.090166364616507	-0.06503963391119527
''	1.1700705763178443	1.024578223643458	-0.3025333764980306	1.2718453456206427	0.5148884724377559	1.2975423963311372	-0.36177788671866307	-0.6132613778100949	0.9889214648105092	-1.467264773982317	-1.0718543695090585	0.15157818344419538	-1.9468822666356707	1.6526887234059287	0.2405062050767569
